case_id,age,gender,business_sector,business_age_yrs,num_applicants,cibil_score,num_active_loans,num_overdue_accounts,loan_ask_lakhs,annual_gst_turnover_lakhs,gst_seasonality_cv,revenue_lakhs,cogs_pct,net_profit_margin_pct,cash_profit_lakhs,total_assets_lakhs,total_debt_lakhs,net_worth_lakhs,debt_to_equity,current_ratio,debtors_days,creditors_days,avg_bank_balance_lakhs,total_credits_12m_lakhs,total_debits_12m_lakhs,num_cheque_bounces,num_emi_bounces,bank_credit_to_revenue,loan_to_revenue,loan_to_net_worth,abb_to_loan,cash_profit_to_loan,foir,risk_label,risk_label_3class
GC-LAP-03012,52,M,Trading,5,1,671.0,4,1,119.8,522.9,0.0722,747.2,51.7,20.34,179.8,866.9,547.0,320.0,1.709,2.14,72.0,32,31.72,793.6,738.3,0.0,0,1.062,0.16,0.374,0.2648,1.501,0.229,Medium-Low,Low
GC-LAP-03013,31,M,Manufacturing,3,1,829.0,2,0,99.8,194.0,0.066,194.1,60.8,17.38,42.7,347.9,159.0,188.9,0.841,1.52,106.0,59,13.02,263.3,270.0,0.0,0,1.357,0.514,0.528,0.1305,0.428,0.617,Low,Low
GC-LAP-03014,30,M,Logistics,19,2,734.0,2,0,80.1,299.8,0.2038,310.9,74.3,7.47,36.6,375.3,123.6,251.7,0.491,2.16,44.0,53,16.98,237.9,233.2,1.0,1,0.765,0.258,0.318,0.212,0.457,0.642,Medium-Low,Low
GC-LAP-03015,37,M,Trading,6,1,663.0,3,1,79.7,214.7,0.174,272.8,61.8,18.55,63.5,412.0,115.0,297.0,0.387,1.63,90.0,38,26.89,255.0,219.6,1.0,0,0.935,0.292,0.268,0.3374,0.797,0.464,Medium-High,High
GC-LAP-03016,50,M,Manufacturing,3,3,696.0,0,0,55.7,506.9,0.4406,524.6,57.9,22.48,143.6,903.6,411.6,492.0,0.837,1.71,37.0,93,13.4,615.8,537.1,0.0,0,1.174,0.106,0.113,0.2406,2.578,0.056,Low,Low
GC-LAP-03017,29,M,Manufacturing,1,1,765.0,1,0,75.5,201.8,0.0901,181.3,65.3,26.6,52.7,140.1,37.8,102.3,0.37,2.14,48.0,5,13.32,179.5,162.4,0.0,0,0.99,0.416,0.738,0.1764,0.699,0.32,Low,Low
GC-LAP-03018,25,M,Trading,15,2,654.0,0,0,182.5,90.4,0.1065,103.7,56.1,21.2,,193.7,97.6,96.0,1.017,1.75,70.0,46,18.15,117.8,126.9,0.0,2,1.135,1.759,1.901,0.0995,0.141,1.023,Medium,Medium
GC-LAP-03019,38,F,Manufacturing,8,2,883.0,0,0,204.9,444.0,0.2029,497.1,58.8,14.06,86.1,578.1,185.6,392.5,0.473,1.53,69.0,89,17.27,538.0,442.9,2.0,0,1.082,0.412,0.522,0.0843,0.42,0.343,Low,Low
GC-LAP-03020,46,M,Trading,8,2,632.0,3,0,143.2,98.5,0.1866,108.1,72.2,8.91,11.9,50.9,35.7,15.2,2.353,1.62,85.0,36,13.49,117.8,109.0,0.0,0,1.09,1.325,9.433,0.0942,0.083,3.256,Medium-High,High
GC-LAP-03021,51,M,Manufacturing,9,2,775.0,3,2,103.6,265.5,0.1505,339.9,74.2,15.38,57.2,541.9,329.2,212.7,1.548,1.33,112.0,102,7.84,280.9,280.5,0.0,0,0.826,0.305,0.487,0.0757,0.552,0.576,Medium-Low,Low
GC-LAP-03022,38,M,Manufacturing,15,3,690.0,1,0,112.6,643.3,0.1552,541.2,53.0,25.29,165.7,367.5,88.5,279.0,0.317,1.87,110.0,48,13.35,416.6,356.3,0.0,0,0.77,0.208,0.404,0.1186,1.472,0.134,Low,Low
GC-LAP-03023,38,M,Construction,9,3,671.0,1,0,279.7,448.7,0.2246,523.9,69.7,,83.3,944.6,216.8,727.8,0.298,,73.0,74,4.59,461.8,477.3,0.0,1,0.881,0.534,0.384,0.0164,0.298,0.556,Medium,Medium
GC-LAP-03024,51,F,Textiles,21,1,752.0,1,2,200.4,306.0,0.3771,327.3,55.5,23.42,95.3,168.6,60.9,107.8,0.565,1.09,130.0,68,9.63,247.8,220.3,0.0,0,0.757,0.612,1.86,0.0481,0.475,0.366,Medium-High,High
GC-LAP-03025,27,M,Trading,10,2,692.0,1,0,25.0,314.7,0.0882,286.1,42.3,24.9,82.1,158.0,123.0,35.1,3.504,1.41,57.0,69,16.76,252.7,222.5,3.0,1,0.883,0.087,0.712,0.6704,3.283,0.117,Medium-High,High
GC-LAP-03026,38,M,Retail,15,1,815.0,0,1,72.0,143.8,0.163,196.9,71.7,8.92,22.9,154.4,64.8,89.6,0.724,1.07,75.0,65,12.7,171.7,128.4,3.0,0,0.872,0.366,0.804,0.1764,0.319,0.452,Medium-Low,Low
GC-LAP-03027,43,M,Manufacturing,14,1,635.0,2,0,87.9,399.6,0.1813,407.3,55.6,21.0,95.9,354.5,123.7,230.7,0.536,1.58,69.0,25,22.15,391.0,338.2,1.0,0,0.96,0.216,0.381,0.252,1.091,0.257,Medium-Low,Low
GC-LAP-03028,45,M,Retail,9,1,753.0,2,0,300.7,423.7,0.0851,381.6,68.2,25.92,108.0,442.3,200.2,242.2,0.826,0.44,94.0,62,14.39,462.1,427.6,1.0,1,1.211,0.788,1.242,0.0479,0.359,0.512,Medium,Medium
GC-LAP-03029,37,M,Manufacturing,7,2,703.0,0,1,175.4,347.9,0.1592,393.5,40.2,21.9,97.0,125.1,50.4,74.8,0.674,0.3,69.0,83,18.28,341.3,257.3,1.0,1,0.867,0.446,2.346,0.1042,0.553,0.26,Medium-Low,Low
GC-LAP-03030,42,M,Retail,11,1,737.0,3,1,50.6,302.1,0.1771,306.2,59.2,26.45,89.6,391.1,187.2,204.0,0.918,1.66,75.0,94,31.2,223.2,169.3,0.0,2,0.729,0.165,0.248,0.6166,1.771,0.282,Medium-Low,Low
GC-LAP-03031,25,M,Textiles,12,2,750.0,3,0,182.1,271.5,0.0764,192.5,50.7,34.6,74.4,192.4,123.3,69.0,1.787,1.24,85.0,73,19.25,140.4,145.8,0.0,0,0.729,0.946,2.638,0.1057,0.408,0.595,Low,Low
GC-LAP-03032,36,M,Retail,7,1,616.0,3,0,672.5,521.8,0.1919,526.9,76.9,15.49,87.6,371.4,73.8,297.5,0.248,2.58,117.0,5,11.09,636.3,625.7,0.0,0,1.208,1.276,2.26,0.0165,0.13,1.311,Medium,Medium
GC-LAP-03033,45,F,Retail,10,3,734.0,2,0,196.7,195.2,0.2772,277.1,56.5,24.1,72.6,349.4,89.4,260.1,0.344,2.05,67.0,46,31.54,360.6,294.9,3.0,0,1.301,0.71,0.756,0.1603,0.369,0.556,Medium-High,High
GC-LAP-03034,34,M,Services,16,1,785.0,1,1,71.2,117.2,0.3377,116.8,70.0,18.0,21.9,209.7,159.9,49.8,3.214,1.95,91.0,47,37.7,102.2,80.3,1.0,0,0.875,0.61,1.431,0.5295,0.307,0.743,Medium-High,High
GC-LAP-03035,42,M,Trading,20,2,747.0,1,2,295.5,565.2,0.0532,529.6,64.2,24.31,148.1,918.1,505.9,412.2,1.228,1.42,67.0,12,4.18,529.0,438.7,3.0,0,0.999,0.558,0.717,0.0141,0.501,0.328,Medium,Medium
GC-LAP-03036,45,M,Construction,14,2,697.0,5,1,146.7,119.1,0.0917,141.1,53.6,32.92,52.2,187.8,97.2,90.7,1.072,0.9,87.0,68,8.29,188.8,168.5,0.0,0,1.338,1.04,1.618,0.0565,0.356,0.979,Medium-High,High
GC-LAP-03037,39,F,Trading,19,3,635.0,1,1,80.1,178.5,0.3032,198.3,71.4,17.94,43.7,206.3,96.7,109.5,0.883,0.91,31.0,72,5.49,148.5,144.6,0.0,0,0.749,0.404,0.731,0.0685,0.545,0.402,Medium-High,High
GC-LAP-03038,43,M,Manufacturing,6,2,750.0,1,1,123.6,403.8,0.2826,411.0,58.8,22.62,100.0,278.7,127.9,150.8,0.849,1.68,108.0,84,9.62,491.8,360.6,0.0,0,1.196,0.301,0.82,0.0778,0.809,0.238,Low,Low
GC-LAP-03039,34,F,Services,13,2,832.0,3,0,103.8,378.5,0.2675,290.1,66.0,8.67,29.9,212.4,89.5,122.9,0.728,2.11,54.0,49,8.33,273.4,297.9,0.0,0,0.942,0.358,0.845,0.0803,0.288,1.101,Low,Low
GC-LAP-03040,40,M,Construction,16,1,759.0,2,0,78.8,267.8,0.1783,210.6,63.2,12.43,30.2,384.2,144.3,239.9,0.602,1.83,38.0,57,29.36,211.8,190.3,,1,1.006,0.374,0.328,0.3726,0.383,0.774,Medium,Medium
GC-LAP-03041,46,M,Manufacturing,5,2,789.0,2,2,57.8,803.6,0.2689,757.9,64.9,,176.0,1038.2,517.5,520.7,0.994,1.37,138.0,70,4.96,581.2,506.7,0.0,0,0.767,0.076,0.111,0.0858,3.044,0.116,Low,Low
GC-LAP-03042,43,M,Services,7,1,775.0,3,1,83.6,593.8,0.2126,691.2,65.3,10.42,98.7,810.3,479.7,330.6,1.451,2.04,102.0,45,5.59,526.0,477.3,1.0,0,0.761,0.121,0.253,0.0669,1.181,0.304,Medium,Medium
GC-LAP-03043,37,M,Construction,18,1,696.0,0,2,116.4,278.5,0.2039,311.3,68.3,17.72,60.9,409.0,181.2,227.8,0.796,1.13,66.0,6,29.48,261.2,251.2,0.0,0,0.839,0.374,0.511,0.2533,0.523,0.275,Medium,Medium
GC-LAP-03044,43,M,Manufacturing,5,2,725.0,1,0,193.4,202.5,0.2388,198.9,66.0,7.17,21.2,131.1,66.8,64.2,1.041,0.81,36.0,48,,174.6,151.0,2.0,0,0.878,0.972,3.011,0.0908,0.11,1.596,Medium,Medium
GC-LAP-03045,47,M,Trading,3,1,772.0,1,0,55.8,361.4,0.2427,473.1,61.2,19.87,116.0,650.7,312.7,338.1,0.925,2.44,99.0,32,21.49,432.8,424.2,0.0,0,0.915,0.118,0.165,0.3851,2.079,0.121,Low,Low
GC-LAP-03046,25,M,Logistics,17,1,625.0,3,2,52.4,342.4,0.1787,273.7,66.4,16.6,52.7,279.4,89.2,190.2,0.469,2.09,70.0,61,13.64,215.3,218.8,1.0,1,0.786,0.191,0.276,0.2603,1.006,0.484,Medium,Medium
GC-LAP-03047,51,F,Textiles,15,1,759.0,2,0,127.8,688.9,0.0447,721.3,61.9,19.18,158.4,503.1,199.5,303.6,0.657,1.64,95.0,84,44.98,524.5,556.2,3.0,0,0.727,0.177,0.421,0.352,1.24,0.192,Low,Low
GC-LAP-03048,39,M,Trading,12,1,795.0,3,0,98.5,261.2,0.3385,242.9,64.7,22.87,60.0,253.4,141.3,112.1,1.261,1.94,138.0,20,57.95,255.3,243.6,1.0,0,1.051,0.405,0.879,0.5883,0.609,0.536,Low,Low
GC-LAP-03049,45,M,Trading,9,1,716.0,1,0,94.8,615.2,0.1372,632.0,25.0,21.9,163.8,814.5,369.9,444.6,0.832,1.64,64.0,35,12.71,425.1,462.3,0.0,1,0.673,0.15,0.213,0.1341,1.728,0.12,Low,Low
GC-LAP-03050,51,M,Manufacturing,7,1,768.0,3,0,69.1,118.1,0.1536,88.3,43.2,34.56,32.7,105.1,37.5,67.6,0.555,1.86,86.0,89,32.58,128.8,110.9,0.0,0,1.459,0.783,1.022,0.4715,0.473,0.855,Medium-Low,Low
GC-LAP-03051,31,M,Manufacturing,11,1,686.0,2,0,71.2,383.8,0.1152,340.6,69.5,18.51,73.2,538.2,434.1,104.1,4.169,,55.0,73,27.21,338.6,257.7,0.0,0,0.994,0.209,0.684,0.3822,1.029,0.304,Low,Low
GC-LAP-03052,36,M,Trading,17,2,722.0,1,1,61.2,182.7,0.1681,206.2,61.2,16.72,44.0,175.0,100.1,74.9,1.338,0.83,49.0,76,13.55,240.7,229.4,2.0,0,1.167,0.297,0.818,0.2214,0.719,0.337,Medium-Low,Low
GC-LAP-03053,39,M,Food_Processing,11,1,703.0,3,0,41.0,301.3,0.2232,373.1,40.0,46.14,183.2,483.7,112.4,371.3,0.303,1.95,96.0,68,12.64,364.4,347.3,0.0,0,0.977,0.11,0.11,0.3083,4.469,0.13,Medium,Medium
GC-LAP-03054,35,M,Food_Processing,20,3,747.0,1,0,146.9,257.3,,264.8,59.8,22.03,,261.8,93.9,167.9,0.559,2.59,54.0,64,12.8,212.8,181.3,3.0,1,0.803,0.555,0.875,0.0871,0.423,0.437,Low,Low
GC-LAP-03055,55,M,Retail,5,3,713.0,4,2,161.5,137.9,0.265,126.7,62.1,23.15,33.0,140.9,62.1,78.8,0.788,1.05,83.0,44,3.29,98.8,66.2,0.0,2,0.78,1.274,2.048,0.0204,0.204,1.431,High,High
GC-LAP-03056,35,M,Trading,9,1,619.0,1,2,325.6,179.3,0.0251,176.9,74.4,19.8,40.2,307.6,115.6,192.0,0.602,1.36,92.0,38,9.41,199.9,176.7,0.0,0,1.13,1.841,1.696,0.0289,0.124,1.315,High,High
GC-LAP-03057,37,M,Manufacturing,8,1,676.0,1,0,170.9,216.9,0.1782,202.4,60.7,23.32,54.6,297.3,234.3,62.9,3.723,1.76,84.0,56,8.9,154.4,169.9,0.0,1,0.763,0.845,2.716,0.0521,0.319,0.561,High,High
GC-LAP-03058,43,M,Services,4,1,836.0,2,0,117.5,1017.8,0.1987,1063.2,75.6,12.94,192.3,1513.1,1194.6,318.5,3.751,0.92,23.0,119,10.6,1174.3,1080.3,0.0,1,1.104,0.111,0.369,0.0902,1.636,0.15,Low,Low
GC-LAP-03059,32,M,Construction,9,3,754.0,2,0,159.5,206.5,0.0934,208.1,66.7,16.12,36.1,396.3,140.0,256.3,0.546,1.9,18.0,49,19.5,178.1,170.6,1.0,1,0.856,0.766,0.622,0.1223,0.226,0.968,Low,Low
GC-LAP-03060,38,F,Trading,12,2,594.0,1,2,95.9,79.6,0.1535,79.5,55.8,33.24,28.8,54.8,29.2,25.6,1.139,1.61,63.0,32,10.55,61.9,60.6,2.0,0,0.778,1.206,3.741,0.11,0.3,0.688,Medium-High,High
GC-LAP-03061,44,M,Construction,12,2,792.0,2,0,72.0,178.6,0.2225,194.6,48.9,39.26,80.9,249.7,78.6,171.2,0.459,1.47,44.0,99,233.59,213.8,209.6,0.0,0,1.099,0.37,0.421,3.2443,1.123,0.277,Low,Low
GC-LAP-03062,39,F,Retail,20,3,650.0,1,0,177.0,87.4,0.2322,100.3,59.3,16.21,20.1,85.6,53.0,32.6,1.623,0.3,138.0,62,6.93,97.0,99.3,0.0,0,0.967,1.765,5.422,0.0392,0.113,1.57,Medium-High,High
GC-LAP-03063,41,M,Retail,12,3,773.0,1,0,144.9,144.4,0.1319,147.3,66.1,9.16,18.9,44.2,19.4,24.8,0.785,1.35,83.0,79,7.27,168.1,152.9,0.0,0,1.141,0.983,5.85,0.0502,0.13,1.424,Medium,Medium
GC-LAP-03064,37,M,Services,15,2,797.0,2,0,55.8,54.5,0.3743,54.3,73.9,18.46,11.4,60.9,27.8,33.1,0.839,1.34,62.0,63,85.54,58.0,62.9,0.0,0,1.068,1.028,1.685,1.533,0.205,1.752,Low,Low
GC-LAP-03065,29,M,Retail,10,2,726.0,0,0,117.3,194.2,0.2787,196.0,62.3,26.1,54.9,290.6,206.0,84.5,2.437,1.55,51.0,76,22.5,210.7,182.2,0.0,0,1.075,0.598,1.387,0.1918,0.468,0.307,Low,Low
GC-LAP-03066,44,M,Manufacturing,18,3,660.0,3,1,72.8,389.6,0.0713,516.0,59.9,26.11,162.2,292.2,42.8,249.4,0.172,0.89,112.0,122,4.26,272.8,283.5,1.0,0,0.529,0.141,0.292,0.0585,2.229,0.176,Medium-Low,Low
GC-LAP-03067,56,M,Construction,21,3,677.0,2,0,208.4,224.7,0.2057,213.8,37.8,43.74,99.6,267.0,204.9,62.1,3.297,1.79,36.0,26,5.54,215.8,166.3,0.0,0,1.01,0.975,3.354,0.0266,0.478,0.422,Medium,Medium
GC-LAP-03068,42,F,Trading,12,1,757.0,0,2,92.9,233.2,0.23,217.4,70.5,18.07,43.4,319.2,196.2,123.0,1.595,1.38,48.0,90,22.46,225.2,224.1,0.0,0,1.036,0.427,0.755,0.2418,0.468,0.308,Medium-Low,Low
GC-LAP-03069,43,M,Trading,5,3,651.0,2,1,334.3,1791.4,0.3703,1386.5,72.6,18.42,262.3,1464.1,730.8,733.3,0.997,1.8,60.0,36,9.44,1964.8,1769.9,1.0,0,1.417,0.241,0.456,0.0282,0.785,0.229,Medium-High,High
GC-LAP-03070,47,M,Manufacturing,7,2,685.0,0,0,243.5,196.8,0.1279,192.6,56.0,21.66,48.1,117.3,93.3,24.0,3.887,1.51,110.0,81,24.09,202.3,209.4,1.0,2,1.05,1.264,10.147,0.0989,0.197,0.73,High,High
GC-LAP-03071,31,F,Manufacturing,11,1,750.0,4,0,62.4,349.6,0.1579,353.7,68.7,18.14,74.6,634.1,461.4,172.7,2.672,2.51,110.0,28,26.29,258.5,254.0,1.0,0,0.731,0.176,0.361,0.4213,1.195,0.442,Low,Low
GC-LAP-03072,55,M,Logistics,12,1,680.0,2,0,80.4,323.1,0.1767,390.2,56.3,22.46,103.6,178.2,90.9,87.3,1.041,1.09,67.0,67,7.72,527.1,420.7,1.0,0,1.351,0.206,0.921,0.096,1.288,0.228,Medium-Low,Low
GC-LAP-03073,43,F,Trading,13,2,805.0,4,2,179.6,358.4,0.2496,478.3,58.0,13.43,80.9,576.1,156.6,419.5,0.373,2.25,144.0,72,12.27,401.6,357.2,1.0,2,0.84,0.375,0.428,0.0683,0.45,0.616,Medium,Medium
GC-LAP-03074,55,F,Food_Processing,12,1,657.0,2,0,124.1,196.0,0.2027,201.1,60.7,15.31,38.3,124.7,34.6,90.1,0.384,1.24,104.0,45,39.09,177.9,163.3,0.0,1,0.884,0.617,1.378,0.315,0.309,0.779,Medium,Medium
GC-LAP-03075,36,M,Manufacturing,10,2,522.0,1,1,101.4,513.0,0.0861,404.7,49.6,30.11,127.3,662.0,105.2,556.8,0.189,0.87,50.0,44,12.01,423.2,418.8,0.0,0,1.046,0.251,0.182,0.1184,1.255,0.162,Medium,Medium
GC-LAP-03076,56,M,Trading,6,1,673.0,4,0,124.1,689.0,0.2277,658.2,82.1,8.21,64.8,1038.9,657.8,381.1,1.726,2.1,38.0,88,4.61,575.3,529.1,2.0,1,0.874,0.189,0.326,0.0371,0.522,0.646,Medium-Low,Low
GC-LAP-03077,48,M,Services,12,3,738.0,3,0,111.4,314.3,0.1342,373.1,48.8,10.68,,457.5,200.2,257.3,0.778,1.78,24.0,42,12.09,292.6,234.3,0.0,0,0.784,0.299,0.433,0.1085,0.493,0.619,Low,Low
GC-LAP-03078,46,M,Trading,19,1,771.0,2,0,219.6,678.4,0.2054,676.9,47.6,42.59,303.0,614.2,289.2,324.9,0.89,1.11,56.0,31,5.11,652.5,530.0,0.0,1,0.964,0.324,0.676,0.0233,1.38,0.144,Low,Low
GC-LAP-03079,43,M,Construction,15,1,695.0,1,0,101.1,437.9,0.3008,514.4,69.3,17.97,108.3,889.3,308.2,581.1,0.53,2.13,37.0,43,5.15,411.7,429.4,1.0,0,0.8,0.197,0.174,0.0509,1.071,0.19,Medium-Low,Low
GC-LAP-03080,40,M,Trading,12,3,703.0,4,0,159.0,337.3,0.293,339.0,62.5,22.53,78.2,424.2,166.5,257.8,0.646,1.42,77.0,81,38.84,202.8,170.7,2.0,0,0.598,0.469,0.617,0.2443,0.492,0.6,Low,Low
GC-LAP-03081,51,M,Retail,15,1,718.0,1,0,158.5,145.3,0.2973,168.5,57.6,21.56,37.2,115.5,38.6,76.8,0.503,1.86,50.0,64,8.78,152.5,152.9,0.0,0,0.905,0.941,2.063,0.0554,0.234,0.776,Medium-Low,Low
GC-LAP-03082,43,F,Trading,8,2,824.0,3,2,253.0,275.2,,365.8,54.7,29.29,113.9,475.8,238.2,237.6,1.003,,10.0,110,16.83,270.5,279.6,0.0,2,0.739,0.692,1.065,0.0665,0.45,0.478,Medium,Medium
GC-LAP-03083,26,M,Services,7,1,742.0,4,0,115.0,602.2,0.3256,624.8,57.9,18.73,135.9,520.1,186.7,333.4,0.56,2.7,97.0,53,10.53,505.5,497.3,0.0,0,0.809,0.184,0.345,0.0916,1.181,0.299,High,High
GC-LAP-03084,33,M,Trading,6,3,690.0,0,0,131.8,228.8,0.3172,230.8,50.0,13.13,38.8,165.0,53.5,111.5,0.48,1.42,81.0,60,13.34,186.0,186.6,0.0,2,0.806,0.571,1.182,0.1012,0.294,0.489,Medium,Medium
GC-LAP-03085,40,M,Construction,9,1,843.0,2,1,150.2,317.0,0.3674,328.6,83.8,12.81,55.5,247.3,127.2,120.2,1.058,1.94,54.0,37,24.47,284.3,262.7,0.0,0,0.865,0.457,1.25,0.1629,0.369,0.606,Low,Low
GC-LAP-03086,44,M,Construction,7,1,720.0,2,0,81.3,141.3,0.393,138.1,48.1,29.22,43.7,223.2,83.7,139.4,0.6,1.66,102.0,18,21.41,185.7,161.7,2.0,1,1.344,0.588,0.583,0.2633,0.538,0.542,Medium-Low,Low
GC-LAP-03087,41,M,Trading,16,3,595.0,3,0,109.1,389.1,0.0526,390.3,46.6,32.49,137.5,321.7,116.2,205.5,0.566,1.48,81.0,50,8.54,302.5,284.9,1.0,0,0.775,0.28,0.531,0.0783,1.26,0.245,Low,Low
GC-LAP-03088,51,M,Trading,7,1,636.0,1,0,69.6,415.0,0.1833,417.7,63.9,19.8,96.5,251.0,153.1,97.8,1.565,1.66,82.0,17,8.7,622.1,602.5,0.0,0,1.489,0.167,0.711,0.125,1.386,0.166,Medium-High,High
GC-LAP-03089,26,M,Services,5,3,753.0,1,2,181.2,1547.5,0.2263,1489.4,83.8,11.72,219.6,1432.1,949.3,482.8,1.966,1.56,98.0,61,26.22,1691.6,1527.7,0.0,0,1.136,0.122,0.375,0.1447,1.212,0.146,Low,Low
GC-LAP-03090,43,M,Food_Processing,19,2,613.0,1,0,307.2,353.1,0.2722,425.2,79.3,12.22,65.0,929.7,626.6,303.1,2.067,1.71,103.0,42,19.0,319.3,297.7,1.0,1,0.751,0.723,1.014,0.0618,0.212,0.773,High,High
GC-LAP-03091,27,F,Manufacturing,7,1,749.0,0,0,38.2,370.6,0.239,421.9,71.3,12.67,73.9,543.2,264.4,278.8,0.948,1.54,107.0,59,36.65,390.0,414.3,0.0,0,0.924,0.091,0.137,0.9594,1.934,0.074,Medium-Low,Low
GC-LAP-03092,48,M,Retail,10,1,673.0,1,0,218.4,269.4,0.1127,278.6,59.4,21.92,76.1,460.9,305.0,155.9,1.956,1.95,88.0,82,18.03,241.9,235.1,0.0,0,0.868,0.784,1.401,0.0826,0.349,0.492,Medium-Low,Low
GC-LAP-03093,41,M,Services,12,1,790.0,2,0,116.9,282.4,0.115,304.1,62.2,14.05,44.3,516.4,339.8,176.7,1.923,2.08,64.0,34,2.97,314.9,295.8,3.0,0,1.036,0.384,0.662,0.0254,0.379,0.651,Medium-Low,Low
GC-LAP-03094,45,F,Services,4,1,730.0,3,0,255.9,242.9,0.0705,206.2,34.2,26.32,61.2,368.0,235.3,132.7,1.773,1.88,85.0,85,29.64,183.4,154.5,0.0,2,0.889,1.241,1.929,0.1158,0.239,0.896,Medium,Medium
GC-LAP-03095,35,F,Logistics,16,1,621.0,1,2,140.3,777.0,0.058,892.5,85.4,8.91,102.1,1339.0,568.9,770.1,0.739,1.53,45.0,68,5.07,776.8,819.3,0.0,0,0.87,0.157,0.182,0.0361,0.728,0.257,Medium-High,High
GC-LAP-03096,52,M,Services,13,2,774.0,2,0,214.9,209.1,0.1515,201.8,69.4,15.82,36.5,282.6,136.6,146.0,0.936,,,56,13.72,204.1,194.8,1.0,0,1.012,1.065,1.472,0.0638,0.17,1.176,Medium-Low,Low
GC-LAP-03097,50,M,Retail,17,3,801.0,3,1,112.7,670.4,0.1418,570.5,85.1,11.24,77.7,541.4,202.6,338.8,0.598,1.66,65.0,57,19.63,602.7,663.0,0.0,0,1.057,0.198,0.333,0.1742,0.689,0.441,High,High
GC-LAP-03098,46,M,Services,6,1,643.0,3,0,123.5,282.3,0.0734,355.2,62.2,22.49,98.7,427.6,291.9,135.7,2.151,1.55,39.0,94,39.51,307.6,257.1,0.0,0,0.866,0.348,0.91,0.3199,0.799,0.363,Medium-Low,Low
GC-LAP-03099,40,M,Trading,10,1,671.0,1,0,213.9,167.0,0.1242,164.7,66.8,10.53,23.4,180.4,68.0,112.4,0.605,1.21,121.0,15,12.05,123.6,82.8,2.0,0,0.751,1.299,1.904,0.0563,0.109,1.573,Medium,Medium
GC-LAP-03100,46,M,Construction,10,2,750.0,0,0,522.9,202.7,0.2953,183.1,72.2,17.61,42.2,189.6,122.8,66.8,1.839,0.81,74.0,60,15.8,181.8,188.1,0.0,1,0.993,2.855,7.831,0.0302,0.081,1.783,Medium,Medium
GC-LAP-03101,36,M,Food_Processing,11,1,760.0,1,0,87.4,185.0,0.0247,145.5,35.9,34.5,56.8,187.7,70.4,117.3,0.601,1.48,40.0,79,6.57,133.9,129.0,0.0,0,0.92,0.601,0.745,0.0752,0.65,0.327,Medium-High,High
GC-LAP-03102,48,M,Retail,2,2,861.0,3,1,128.6,206.4,0.0918,244.6,56.5,30.5,87.3,343.1,110.9,232.2,0.478,1.08,15.0,68,14.02,196.0,187.9,0.0,0,0.801,0.526,0.554,0.109,0.679,0.418,Medium-Low,Low
GC-LAP-03103,55,M,Manufacturing,10,1,773.0,1,0,77.7,128.8,0.1653,131.8,64.3,25.76,38.1,144.6,102.2,42.4,2.409,1.81,25.0,46,11.07,124.4,110.8,0.0,0,0.944,0.589,1.832,0.1425,0.49,0.451,Low,Low
GC-LAP-03104,50,M,Trading,2,3,864.0,1,0,104.0,177.9,0.1802,228.5,84.8,5.74,17.4,163.1,72.4,90.7,0.798,1.87,56.0,115,6.82,232.8,203.8,3.0,0,1.019,0.455,1.147,0.0656,0.168,1.204,Medium,Medium
GC-LAP-03105,36,M,Services,11,2,721.0,2,1,88.2,52.9,0.4173,58.5,75.7,13.79,9.9,73.9,15.3,58.6,0.262,1.52,100.0,73,14.57,59.1,40.0,0.0,0,1.009,1.507,1.506,0.1652,0.112,2.496,Medium-Low,Low
GC-LAP-03106,44,M,Services,1,1,743.0,1,0,66.0,323.1,0.1536,327.3,70.4,16.17,60.9,415.4,154.6,260.9,0.592,1.54,52.0,55,9.4,310.7,332.5,,2,0.949,0.202,0.253,0.1424,0.923,0.254,Low,Low
GC-LAP-03107,31,M,Manufacturing,1,2,685.0,5,2,162.7,202.7,0.0582,202.2,62.5,25.3,58.0,229.6,90.7,139.0,0.653,1.98,88.0,60,18.09,197.5,175.3,2.0,0,0.977,0.805,1.171,0.1112,0.356,0.921,Low,Low
GC-LAP-03108,46,F,Trading,14,2,688.0,4,1,135.6,257.0,0.1237,280.4,58.5,24.15,69.1,409.0,20.5,388.6,0.053,1.59,122.0,13,6.3,398.9,320.2,,1,1.422,0.484,0.349,0.0465,0.51,0.63,Medium,Medium
GC-LAP-03109,45,M,Retail,7,2,728.0,1,0,70.1,168.6,0.2416,219.5,45.3,30.8,72.1,392.3,267.0,125.3,2.131,1.57,67.0,68,34.27,248.7,251.2,2.0,0,1.133,0.319,0.56,0.4889,1.029,0.223,Low,Low
GC-LAP-03110,27,M,Retail,5,1,685.0,0,0,59.7,776.6,0.2694,698.3,70.5,21.0,168.0,736.7,52.9,683.8,0.077,1.88,106.0,57,3.31,858.0,736.5,1.0,1,1.229,0.085,0.087,0.0554,2.814,0.051,Low,Low
GC-LAP-03111,32,M,Retail,16,1,,3,1,202.0,80.3,0.2629,86.7,57.0,17.49,17.6,126.9,20.0,107.0,0.187,1.42,36.0,70,38.85,116.9,125.9,0.0,2,1.349,2.331,1.889,0.1923,0.087,2.672,High,High
